#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         640    -7.52111    -7.55946  0.00226491
         641    -7.51638    -7.55939  0.00226238
         642    -7.51077    -7.55932  0.00226012
         643    -7.50688    -7.55924  0.00225807
         644    -7.50376    -7.55915  0.00225621
         645    -7.50044    -7.55906  0.00225455
         646    -7.49728    -7.55896  0.00225309
         647    -7.49362    -7.55886  0.00225187
         648    -7.49046    -7.55876  0.00225086
         649    -7.48683    -7.55865  0.00225012
         650    -7.48437    -7.55853  0.00224956
         651    -7.48113    -7.55841  0.00224924
         652    -7.47844    -7.55829  0.00224914
         653    -7.47564    -7.55816  0.00224925
         654    -7.47372    -7.55803  0.00224951
         655    -7.47204     -7.5579  0.00224991
         656    -7.47061    -7.55777  0.00225041
         657    -7.47007    -7.55764  0.00225094
         658    -7.47043     -7.5575  0.00225142
