#       STEP:  	 	 BETA:	  		MU:       SIGMA:       H_AVE:       ERROR:
           48           39    -0.817848    -0.574198     -0.43154   0.00686869
           49           39    -0.817005    -0.592472    -0.435239   0.00627418
           50           39    -0.796473     -0.57466    -0.430263   0.00778998
            1           40    -0.788845    -0.589434    -0.448275   0.00649828
            2           40    -0.788845    -0.589434    -0.448275   0.00667982
            3           40    -0.788845    -0.589434    -0.448275   0.00963564
            4           40    -0.785873    -0.612141    -0.440778   0.00604379
            5           40    -0.785873    -0.612141    -0.440778   0.00664986
            6           40    -0.783634    -0.621421     -0.44907    0.0050085
            7           40    -0.783634    -0.621421     -0.44907   0.00513586
            8           40    -0.797368    -0.636577    -0.433673   0.00960503
            9           40    -0.805787    -0.625971    -0.448568   0.00604059
           10           40    -0.796535     -0.60677    -0.442116   0.00574671
           11           40    -0.820127    -0.621514     -0.43608    0.0079578
           12           40    -0.807184    -0.636378     -0.45489   0.00579625
           13           40    -0.807184    -0.636378     -0.45489    0.0120722
           14           40    -0.807184    -0.636378     -0.45489    0.0181597
           15           40    -0.820738    -0.615695    -0.421323    0.0222855
           16           40    -0.817766    -0.609857    -0.436938   0.00887976
           17           40    -0.824028    -0.617676    -0.455665   0.00481867
           18           40    -0.824028    -0.617676    -0.455665   0.00522442
           19           40    -0.830259    -0.605244    -0.427778    0.0109015
           20           40    -0.828284    -0.619064    -0.446574   0.00842218
           21           40    -0.828284    -0.619064    -0.446574    0.0146623
           22           40    -0.841221    -0.638799    -0.457276   0.00737597
           23           40    -0.860977    -0.637981    -0.433725    0.0108523
           24           40    -0.855367    -0.631292    -0.421368    0.0104829
           25           40    -0.871183    -0.654443    -0.391139    0.0201344
           26           40    -0.873279    -0.653492    -0.412397    0.0158533
           27           40    -0.873279    -0.653492    -0.412397    0.0206973
           28           40    -0.849018    -0.662951    -0.428442    0.0130168
           29           40    -0.871206    -0.646822    -0.434984   0.00958192
           30           40    -0.871206    -0.646822    -0.434984    0.0143262
           31           40    -0.880172    -0.623756     -0.40164    0.0118785
           32           40    -0.884208    -0.627453    -0.440693   0.00715846
           33           40    -0.884208    -0.627453    -0.440693     0.016546
           34           40    -0.884208    -0.627453    -0.440693    0.0181369
           35           40    -0.869987    -0.630401    -0.427247    0.0136953
           36           40    -0.857766    -0.633942    -0.424175   0.00910194
           37           40    -0.866819    -0.634937    -0.431956   0.00884674
           38           40    -0.866819    -0.634937    -0.431956   0.00901413
           39           40    -0.861112     -0.61744    -0.432671    0.0090953
           40           40    -0.855582    -0.595488    -0.421566   0.00877685
           41           40    -0.833224    -0.586418    -0.428573   0.00700328
           42           40    -0.833224    -0.586418    -0.428573   0.00892233
           43           40     -0.83217    -0.597984    -0.435344   0.00622872
           44           40     -0.85101    -0.601502    -0.442855   0.00750993
           45           40      -0.8503    -0.584847    -0.427198   0.00719869
           46           40    -0.834013    -0.590356    -0.437325   0.00543666
           47           40    -0.834013    -0.590356    -0.437325     0.007788
           48           40    -0.820341    -0.572727    -0.424864   0.00758269
           49           40    -0.820341    -0.572727    -0.424864   0.00775147
           50           40    -0.838518    -0.571437    -0.424334   0.00687463
            1           41    -0.845077    -0.577581    -0.413601   0.00781657
            2           41    -0.861124     -0.56924    -0.403227   0.00894575
            3           41    -0.867278    -0.577738    -0.426124   0.00754074
            4           41    -0.855754    -0.579765    -0.429265   0.00843477
            5           41    -0.871589     -0.57014    -0.391136   0.00747975
            6           41    -0.875075    -0.577053    -0.395087    0.0138358
            7           41    -0.895069    -0.577033     -0.39356   0.00799525
            8           41    -0.897838    -0.567874    -0.387783   0.00800093
            9           41    -0.899106      -0.5722    -0.377396   0.00876657
           10           41    -0.889337    -0.594317    -0.406193   0.00927123
           11           41    -0.873577    -0.591358    -0.417049    0.0176072
           12           41    -0.890691    -0.604753    -0.422626    0.0084109
           13           41    -0.879465    -0.611193    -0.428561   0.00838739
           14           41    -0.900822    -0.625245    -0.413258    0.0115666
           15           41    -0.900822    -0.625245    -0.413258    0.0100953
           16           41    -0.900822    -0.625245    -0.413258    0.0127902
           17           41    -0.900822    -0.625245    -0.413258    0.0142897
           18           41    -0.900292    -0.610698    -0.422246    0.0102732
           19           41    -0.900292    -0.610698    -0.422246    0.0123958
           20           41    -0.900292    -0.610698    -0.422246    0.0105168
           21           41    -0.880194    -0.632158    -0.427298   0.00843102
           22           41    -0.861062    -0.633672    -0.443976   0.00945534
           23           41    -0.861062    -0.633672    -0.443976    0.0242366
           24           41    -0.861062    -0.633672    -0.443976     0.010396
           25           41    -0.861062    -0.633672    -0.443976    0.0167943
           26           41    -0.849647    -0.638039    -0.419802    0.0116989
           27           41    -0.849647    -0.638039    -0.419802    0.0168759
           28           41    -0.856658    -0.645801    -0.429816    0.0156933
           29           41    -0.836012    -0.647946    -0.427095   0.00997429
           30           41     -0.83136     -0.63858    -0.436716    0.0123887
           31           41    -0.853335    -0.617559    -0.441993   0.00640997
           32           41    -0.853335    -0.617559    -0.441993     0.016493
           33           41    -0.849838    -0.624335    -0.454731   0.00599823
           34           41    -0.849838    -0.624335    -0.454731    0.0126527
           35           41    -0.849838    -0.624335    -0.454731    0.0101543
           36           41    -0.849838    -0.624335    -0.454731    0.0114019
